char_simpl,char_trad,ucn,all_readings,unique_bases,mandarin_raw,hanyupinyin_raw,definition,reading_sources
咥,咥,U+54A5,xì xī dié zhì,xi die zhi,xì,"10614.040:xì,xī,dié,zhì",sound of a cat; bite; laugh,"kMandarin,kHanyuPinyin"
咦,咦,U+54A6,yí xī,yi xi,yí,"10614.010:yí,xī",exclamation of surprise,"kMandarin,kHanyuPinyin"
咪,咪,U+54AA,mī miē mǎi mǐ,mi mie mai,mī,"10622.070:miē,mī,mǎi,mǐ","sound of cat, cat's meow; meter; (Cant.) don't!","kMandarin,kHanyuPinyin"
咬,咬,U+54AC,yǎo jiāo yāo jiǎo,yao jiao,yǎo,"10621.020:yǎo,jiāo,yāo,jiǎo","bite, gnaw","kMandarin,kHanyuPinyin"
咭,咭,U+54AD,jī xī qià,ji xi qia,jī,"10611.060:xī,qià,jī",(Cant.) to guard (from Engl. 'guard'); a card (from Engl. 'card'); young and pretty (from Engl. 'kid'),"kMandarin,kHanyuPinyin"
咮,咮,U+54AE,zhòu zhù zhū rú,zhou zhu ru,zhòu,"10617.020:zhòu,zhù,zhū,rú",a beak; to peck,"kMandarin,kHanyuPinyin"
咯,咯,U+54AF,gē luò kǎ kā lo,ge luo ka lo,gē,"10620.070:luò,gē,kǎ,kā,lo",final particle,"kMandarin,kHanyuPinyin"
咰,咰,U+54B0,shù xún,shu xun,shù,"10620.010:shù,xún",,"kMandarin,kHanyuPinyin"
咱,咱,U+54B1,zán zá zǎ zan,zan za,zán,"10618.060:zá,zán,zǎ,zan","we, us","kMandarin,kHanyuPinyin"
咳,咳,U+54B3,hāi hái ké gāi,hai ke gai,hāi,"10622.040:hái,hāi,ké,gāi",cough,"kMandarin,kHanyuPinyin"
咴,咴,U+54B4,huī hái,hui hai,huī,"10613.150:huī,hái","neigh, whinny","kMandarin,kHanyuPinyin"
